Indie Minimalism
https://static.wikia.nocookie.net/aesthetics/images/6/63/IndieMin.06.PNG/revision/latest/scale-to-width-down/268?cb=20201207161223,
Key motifs,Minimalist design, individualism, urban life, Big cities, grids, digital cameras, oversize sweaters/hoodies, bright yellow, orange, and pink accents
Key colours,White, grey, black, cream, light blue, bright accents
Key values,Independence, individualism, less-is-more philosophy
Related aesthetics,De Stijl, Indie
